OTU ID	MRC1	MRC2	MRC3	MRC4	MRC5	MRC6	MRC7	MRC_neg	SVERC1	SVERC2	SVERC3	SVERC4	SVERC5	SVERC6	SVERC7	SVERC_neg
OTU_dn_1427	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU_dn_718	0	0	0	0	0	0	0	0	0	1	2	0	10	6	0	0
OTU_dn_3995	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_1814	0	0	0	0	0	0	0	0	0	3	2	0	1	2	0	0
OTU_dn_6420	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
DQ532256.1.1457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_6433	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FPLS01005875.16.1479	0	0	0	0	0	0	0	0	0	8	2	3	3	2	0	0
OTU_dn_6434	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GQ500707.1.1511	0	0	0	0	0	0	0	0	0	10	2	3	4	0	1	0
OTU_dn_3824	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
KF712751.1.1520	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
OTU_dn_6071	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2962	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
OTU_dn_2595	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0
DQ297961.1.1510	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0
OTU_dn_1793	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0
JQ978850.1.1513	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0
OTU_dn_965	0	0	0	0	0	0	0	0	0	2	0	2	1	0	9	0
OTU_dn_4339	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
JN869162.1.1540	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0
FPLS01030638.9.1548	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_3207	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
OTU_dn_123	0	0	0	0	0	0	0	0	0	5	5	9	29	9	28	0
EU134858.1.1349	0	0	0	0	0	0	0	0	0	1	3	1	0	2	4	0
OTU_dn_4975	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT158298.1.1493	0	0	0	0	0	0	0	0	0	4	3	0	1	2	0	0
OTU_dn_6119	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5499	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_2657	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0
OTU_dn_4978	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2147	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0
OTU_dn_4135	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_dn_1996	0	0	0	0	0	0	0	0	0	1	4	1	0	0	1	0
OTU_dn_2860	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0
OTU_dn_2658	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0
OTU_dn_1728	0	0	0	0	0	0	0	0	0	1	1	2	1	3	0	0
OTU_dn_6214	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_dn_1600	0	0	0	0	0	0	0	0	0	3	2	0	3	0	1	0
OTU_dn_1725	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0
OTU_dn_4963	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_dn_4356	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_dn_4725	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3557	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
OTU_dn_2588	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0
OTU_dn_2684	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_dn_1383	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU_dn_4283	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_dn_1153	0	0	0	0	0	0	0	0	0	1	3	3	0	4	1	0
OTU_dn_3729	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_3249	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
EU939394.1.1544	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
OTU_dn_2672	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0
OTU_dn_1487	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0
OTU_dn_1392	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU_dn_3163	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0
OTU_dn_3370	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0
OTU_dn_900	0	0	0	0	0	0	0	0	0	1	5	1	1	3	4	0
OTU_dn_3671	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_4142	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_dn_3174	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
OTU_dn_6586	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_dn_3172	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
OTU_dn_4496	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_4693	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_dn_2460	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0
OTU_dn_4637	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6576	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3173	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OTU_dn_3959	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_3933	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_dn_3278	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_dn_3479	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
OTU_dn_886	0	0	0	0	0	0	0	0	0	4	1	4	1	2	3	0
OTU_dn_1815	0	0	0	0	0	0	0	0	0	3	3	0	1	1	0	0
OTU_dn_4568	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3589	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU_dn_1454	0	0	0	0	0	0	0	0	0	2	1	2	3	1	1	0
OTU_dn_4689	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_dn_2573	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0
OTU_dn_2429	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0
OTU_dn_4817	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_dn_6544	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3159	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0
OTU_dn_4556	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_dn_3572	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_dn_4565	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_dn_2148	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0
OTU_dn_1966	0	0	0	0	0	0	0	0	0	1	1	2	0	3	0	0
OTU_dn_3294	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
OTU_dn_2569	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
OTU_dn_6639	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KC541004.1.1540	0	0	0	0	0	0	0	0	0	3	2	13	3	2	1	0
OTU_dn_1999	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0
OTU_dn_2200	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
OTU_dn_5023	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6632	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4494	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LC026916.1.1452	0	0	0	0	0	0	0	0	0	3	3	6	1	4	3	0
OTU_dn_1087	0	0	0	0	0	0	0	0	0	7	3	3	0	0	0	0
OTU_dn_6249	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_561	0	0	0	0	0	0	0	0	0	7	2	8	2	0	6	0
OTU_dn_1405	0	0	0	0	0	0	0	0	0	6	0	2	0	1	1	0
OTU_dn_4367	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_1094	0	0	0	0	0	0	0	0	0	1	2	5	1	4	0	0
OTU_dn_6585	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3687	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JF776887.1.1453	0	0	0	0	0	0	0	0	0	3	5	8	5	2	8	0
OTU_dn_896	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0
OTU_dn_4530	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2974	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
OTU_dn_6599	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5986	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2034	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0
EU133090.1.1365	0	0	0	0	0	0	0	0	0	1	3	6	2	3	1	0
DQ787718.1.1532	0	0	0	0	0	0	0	0	0	4	13	2	0	0	0	0
OTU_dn_5356	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2223	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_dn_409	0	0	0	0	0	0	0	0	0	2	13	12	5	1	0	0
OTU_dn_5998	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_dn_2996	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0
OTU_dn_4429	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_dn_4525	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_dn_6002	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4385	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_3978	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_1472	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0
OTU_dn_5193	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GQ302548.1.1503	0	0	0	0	0	0	0	0	0	1	0	7	0	3	0	0
OTU_dn_3260	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_dn_4667	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6611	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3268	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_dn_1351	0	0	0	0	0	0	0	0	0	1	5	1	2	0	1	0
OTU_dn_2763	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
FPLS01016572.14.1515	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KF712764.1.1481	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0
OTU_dn_1602	0	0	0	0	0	0	0	0	0	1	3	3	0	0	2	0
OTU_dn_4587	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6289	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6617	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3615	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_dn_4296	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_dn_2073	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	0
OTU_dn_5453	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6045	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2764	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0
OTU_dn_5345	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4501	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6559	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LN870758.1.1414	0	0	0	0	0	0	0	0	0	3	3	0	4	1	6	0
EU135245.1.1320	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0
OTU_dn_6604	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3351	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
EU135193.1.1361	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0
JF181228.1.1360	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0
AY921924.1.1362	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0
JQ655793.1.1484	0	0	0	0	0	0	0	0	0	2	0	6	2	4	0	0
JX224753.1.1494	0	0	0	0	0	0	0	0	0	6	13	2	3	1	0	0
OTU_dn_3347	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0
OTU_dn_721	0	0	0	0	0	0	0	0	0	3	9	1	0	4	2	0
OTU_dn_4288	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
EU133360.1.1310	0	0	0	0	0	0	0	0	0	9	10	4	5	13	0	0
KC331505.1.1486	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ408063.1.1326	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0
OTU_dn_913	0	0	0	0	0	0	0	0	0	2	10	1	0	0	2	0
OTU_dn_6601	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5405	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5450	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_476	0	0	0	0	0	0	0	0	0	7	5	0	8	1	8	0
OTU_dn_3118	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
OTU_dn_504	0	0	0	0	0	0	0	0	0	2	16	4	0	0	5	0
OTU_dn_644	0	0	0	0	0	0	0	0	0	7	7	3	0	2	3	0
FPLS01036268.22.1504	0	0	0	0	0	0	0	0	0	3	0	3	0	1	1	0
OTU_dn_581	0	0	0	0	0	0	0	0	0	6	1	2	2	10	3	0
AF507712.1.1501	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0
OTU_dn_1647	0	0	0	0	0	0	0	0	0	1	1	2	0	1	3	0
OTU_dn_4493	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5454	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_5447	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4488	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6467	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_1263	0	0	0	0	0	0	0	0	0	4	7	0	0	1	0	0
JX067737.1.1480	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0
OTU_dn_3101	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
LN555026.1.1219	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
OTU_dn_3287	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
OTU_dn_3337	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_dn_685	0	0	0	0	0	0	0	0	0	3	6	3	0	7	1	0
OTU_dn_2208	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0
OTU_dn_3678	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_dn_847	0	0	0	0	0	0	0	0	0	10	2	0	2	1	1	0
EU135303.1.1361	0	0	0	0	0	0	0	0	0	3	0	1	0	4	0	0
OTU_dn_4658	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
FN811209.1.1508	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
OTU_dn_4589	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4257	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_dn_432	0	0	0	0	0	0	0	0	0	1	6	13	9	3	0	0
OTU_dn_3177	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_dn_710	0	0	0	0	0	0	0	0	0	3	0	1	0	10	6	0
KJ540814.1.1473	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0
OTU_dn_2205	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0
OTU_dn_670	0	0	0	0	0	0	0	0	0	1	0	17	4	0	0	0
HQ597420.1.1484	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_1162	0	0	0	0	0	0	0	0	0	3	0	1	0	8	0	0
OTU_dn_2150	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_dn_973	0	0	0	0	0	0	0	0	0	1	2	2	0	8	1	0
OTU_dn_1560	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2	0
OTU_dn_4461	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_2571	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_dn_6628	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6066	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
AJ440981.1.1455	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0
OTU_dn_898	0	0	0	0	0	0	0	0	0	1	6	0	5	2	2	0
OTU_dn_2608	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0
OTU_dn_3791	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JN178929.1.1410	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0
OTU_dn_3747	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_222	0	0	0	0	0	0	0	0	0	4	14	12	3	7	15	0
OTU_dn_2422	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0
OTU_dn_6573	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HQ910244.1.949	0	0	0	0	0	0	0	0	0	2	4	3	5	1	10	0
OTU_dn_6642	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
EU133756.1.1380	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0
HAFT01016113.698.2210	0	0	0	0	0	0	0	0	0	1	3	0	5	0	0	0
OTU_dn_1385	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0
OTU_dn_971	0	0	0	0	0	0	0	0	0	2	5	0	7	0	0	0
OTU_dn_4599	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_1099	0	0	0	0	0	0	0	0	0	3	1	0	6	0	3	0
OTU_dn_4254	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
JF703511.1.1441	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0
GFIZ01013002.1.1479	0	0	0	0	0	0	0	0	0	6	5	8	0	0	0	0
OTU_dn_4255	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_3904	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_1290	0	0	0	0	0	0	0	0	0	6	0	2	0	3	0	0
OTU_dn_1235	0	0	0	0	0	0	0	0	0	3	3	3	0	2	1	0
OTU_dn_716	0	0	0	0	0	0	0	0	0	1	6	1	7	1	3	0
OTU_dn_6643	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4002	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JX504888.1.1473	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_3584	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JF429070.1.1519	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_3625	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_dn_674	0	0	0	0	0	0	0	0	0	1	6	4	0	5	5	0
OTU_dn_5315	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
FJ490661.1.900	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_dn_5135	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6488	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
EU135069.1.1467	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0
OTU_dn_821	0	0	0	0	0	0	0	0	0	1	4	2	2	2	5	0
OTU_dn_351	0	0	0	0	0	0	0	0	0	4	3	9	9	12	1	0
OTU_dn_1336	0	0	0	0	0	0	0	0	0	4	0	3	1	2	1	0
OTU_dn_1833	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0
EU289490.1.1504	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0
OTU_dn_6486	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HQ114070.1.1526	0	0	0	0	0	0	0	0	0	2	4	4	3	0	0	0
HG917491.1.1443	0	0	0	0	0	0	0	0	0	6	4	4	2	7	7	0
FJ479308.1.1476	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	0
FJ535072.1.1417	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
HQ190564.1.1509	0	0	0	0	0	0	0	0	0	1	0	2	4	1	1	0
OTU_dn_3924	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_dn_275	0	0	0	0	0	0	0	0	0	1	25	0	8	7	6	0
OTU_dn_1421	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0
OTU_dn_2621	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
OTU_dn_5810	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6485	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_6484	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
HQ190317.1.1494	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0
EF157268.1.1425	0	0	0	0	0	0	0	0	0	5	2	7	2	0	4	0
AJ224989.1.1477	0	0	0	0	0	0	0	0	0	1	13	3	0	3	3	0
DQ906807.1.1415	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_2530	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
OTU_dn_405	0	0	0	0	0	0	0	0	0	1	4	10	14	4	1	0
OTU_dn_1891	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
KC554291.1.1541	0	0	0	0	0	0	0	0	0	2	0	1	2	6	11	0
JN869099.1.1540	0	0	0	0	0	0	0	0	0	2	17	5	5	0	0	0
OTU_dn_1397	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0
OTU_dn_3108	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
OTU_dn_6209	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_dn_626	0	0	0	0	0	0	0	0	0	2	13	5	0	3	0	0
OTU_dn_3769	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JF417787.1.1420	0	0	0	0	0	0	0	0	0	1	0	7	3	6	9	0
KC554187.1.1513	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_4613	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_3847	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_2203	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0
KC554510.1.1502	0	0	0	0	0	0	0	0	0	2	5	1	0	3	3	0
EF516593.1.1456	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
OTU_dn_3901	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
EU134455.1.1390	0	0	0	0	0	0	0	0	0	4	0	2	3	1	9	0
OTU_dn_6395	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FJ675449.1.1404	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_1018	0	0	0	0	0	0	0	0	0	1	4	3	0	3	3	0
OTU_dn_2845	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0
OTU_dn_544	0	0	0	0	0	0	0	0	0	5	2	9	0	4	5	0
OTU_dn_1327	0	0	0	0	0	0	0	0	0	4	1	6	0	0	0	0
OTU_dn_6205	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
EU135452.1.1400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
OTU_dn_5431	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HQ120957.1.1460	0	0	0	0	0	0	0	0	0	5	6	2	1	2	7	0
FPLS01003727.9.1513	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_4160	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_2427	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0
OTU_dn_3568	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_4387	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_dn_1163	0	0	0	0	0	0	0	0	0	3	6	0	3	0	0	0
OTU_dn_2723	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0
OTU_dn_1086	0	0	0	0	0	0	0	0	0	1	3	1	4	3	1	0
OTU_dn_3706	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_736	0	0	0	0	0	0	0	0	0	3	12	3	0	1	0	0
OTU_dn_6304	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_2086	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
OTU_dn_2475	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
OTU_dn_1395	0	0	0	0	0	0	0	0	0	5	1	0	1	3	0	0
EU133768.1.1352	0	0	0	0	0	0	0	0	0	1	2	4	0	7	8	0
OTU_dn_1261	0	0	0	0	0	0	0	0	0	2	6	0	0	0	3	0
OTU_dn_3574	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_dn_5426	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_4421	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_dn_5957	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KP232912.1.1527	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HQ190393.1.1487	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
KC331389.1.1514	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0
OTU_dn_2551	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0
EU132409.1.1320	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
DQ125866.1.1466	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_dn_6336	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_1417	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0
OTU_dn_2995	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0
OTU_dn_6287	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
